id_num,pic_id,Text,Metaphor,Target,Target category,Source,Source category,sentiment,Metaphor_2,yudi,annotation
94,15283.jpg,品牌特卖一京东超市一动力满杯轻盈起飞雀巢咖啡领券满99减30京东超市至省至真手中大师部分商品可用,0,,,,,,0,,0
96,22543.jpg,苏宁易购欧风机03补贴10直接返现家电3消费节,0,,,,,,0,,0
98,33596.jpg,八事品会至高一次带走千元礼夏日盛典狂欢开秀唯品会都是好牌子天天有3折品牌特卖雪花秀,0,,,,,,0,,0
100,52123.jpg,1212联8全场低至6折爆款买1送1年终大赏狂欢热抢品牌护肤大使吴昕,0,,,,,,0,,0
101,51074.jpg,唯品会品牌特卖就是超值兰芝爆款直降128元再送10件礼轻妆芝态甜美入秋立即抢购,0,,,,,,0,,0
102,36724.jpg,夏日优选轻薄学步裤畅玩不漏乐动无忧单片低至103元海清推荐立即抢购天生有就直院天生有伦装儿学步拆62元任选唯品会都是好牌子天天有3折,0,,,,,,0,,0
104,59468.jpg,11京东全球热爱季11111数小仙炖小仙炖鲜炖燕窝连续三年全国销量领先预售抢鲜国,0,,,,,,0,,0
106,59156.jpg,1212唯品会特卖大会12月1日12月148欧诗漫买1套送1套热销10年焕白暗沉肌活动时间12月9日200012月14日1000,0,,,,,,0,,0
109,16869.jpg,大牌闪购买一送一立刻抢购明星爆款017059,0,,,,,,0,,0
110,74196.jpg,美肤宝1999五珍特惠套装唯品专享价255元唯品会都是好牌子天天有3折品牌特会冻龄美肌弹力紧致,0,,,,,,0,,0
112,1843.jpg,8苏宁易购面亿补贴蒙牛纯盟牛奶2000246252,0,,,,,,0,,0
113,53074.jpg,京东久她的节新肤佳乘风破浪美力护航领券满149减100舒肤佳11113813部分参与全机7205升,0,,,,,,0,,0
114,38598.jpg,京东健康一送她健康礼当如此一爆款38元限量抢立即抢购益生菌龙乐维爱乐维仓生元1415519709100本品不能替代药物请按药品说明书或者在药师指导下购买和使用,0,,,,,,0,,0
116,35261.jpg,唯品会品牌特卖欧诗漫199元抢美白9件同价1111全套淡斑焕亮活动时间3月3日10003月9日1000欧湾爱新升级国家专利美淡白斑,0,,,,,,0,,0
117,85679.jpg,京东秒杀好奇好奇铂金装拉拉裤48片满399减100秒杀价152好奇纸尿裤代言人张嘉倪京东好奇,0,,,,,,0,,0
118,59897.jpg,京东超市至省至真洁净嘉年华家清纸品部分第二件0元蓝月亮爆款直降蓝月竞蓝月究蓝月克手洗专用洗衣意专空部5008净316609,0,,,,,,0,,0
120,81853.jpg,京东美妆韩束每日一拍注入水光肌爆款买1送1红胶囊高保湿精华水韩东护肤代育人,0,,,,,,0,,0
121,54929.jpg,高露洁399元2支买两套赠好礼买2赠氨基酸189牙膏1,0,,,,,,0,,0
122,27603.jpg,唯品合128仅29元抢爆款1年量职乐冲洗唯品会品牌特卖就是超值,0,,,,,,0,,0
124,83319.jpg,京东超市萌宝食力爱氏晨曦爆款直降京东越市至省星真82纯纯纯牛奶奶奶人全服牛奶全所牛场办鑫盘2002310091008110088厚教进建百质净含维200净含量201净会量200,0,,,,,,0,,0
125,47978.jpg,唯品会就是超值品牌特卖08德国精工压力感应灯2种护齿腹式2000味东8211130管机电动手2造1二抢你的专属护理师德国精工洁净护龈特卖价296商品价格及库存变动具体以唯品会实际情况为准,0,,,,,,0,,0
126,13145.jpg,欧珀莱唯品会品牌特卖耀享秋日美肌抢至高买1享5活动时间9月8日20009月21日2000欧珀菜品牌大使李沁至高买1享5指活动期间购时光镜抗皱紧实眼看20赠时光锁胶原紧致水50时光锁胶原紧致乳40恒久肌底循环精华鑫加强型62加所购商品共5件商品赠品赠完即止具体以购物车结算页面显示为准,0,,,,,,0,,0
128,a1161.jpg,228唯品会河拉琪春李美妆节镜光系列唇釉晶透成膜397喜到手,0,,,,,,0,,0
129,88265.jpg,品牌门购满88送超值五件套联合利华闪购1千克,0,,,,,,0,,0
130,86875.jpg,除尘迎福焕新出彩奥妙爆款直降999务底菌酵索洁净,0,,,,,,0,,0
131,a5704.jpg,成就更好的我曼秀雷敦男士必教报音方指定护联合作品牌无惧传容醒肤聚致双效人参文高海透维生素口3话0419下单立减爽肤10肤的,0,,,,,,0,,0
132,19676.jpg,唯品会就是超值品牌特卖兰芝25人正在抢欣购买了此商品改菩肌肤偏灰暗淡肌肤光采提亮员3分钟的加入购物车面膜15隔离10隔离30官方投权海外直采特卖价189断折306,0,,,,,,0,,0
133,a3059.jpg,贝拉米低至248元罐贝拉米有机2奶粉1282唯品会品牌特卖就是超值,0,,,,,,0,,0
134,72777.jpg,苏号服购181830到手价87满1件88折福苏宁超市为你挑好的海飞丝洗发水套装7002送200,0,,,,,,0,,0
136,a2217.jpg,京东超市全城热爱超多周年庆生鲜好物等你来抢京东超市至省至真超市,0,,,,,,0,,0
137,74334.jpg,苏宁易购爆款好货超值优惠立即抢购邹下铠中杀软拥抱你拳和风礼盒装日式小圆饼2元送1包每份减流心溜莲饼,0,,,,,,0,,0
138,77939.jpg,京东111京东全球热爱军1111开启现货不等待抢买1送1同款立即抢购淡斑小白瓶大红瓶京东,0,,,,,,0,,0
140,56400.jpg,唯品会就是超值品牌特卖膜法世家25人正在抢膜法世家专研面胶14年本欢购买了此商品员3分钟的加入购物车1253联法世家膜法世家净老星1299净含量1250特卖价4528折折159,0,,,,,,0,,0
141,17478.jpg,学京东京东美妆自然堂自然堂美物馆部分每满199减100,0,,,,,,0,,0
143,86046.jpg,唯品会推荐唯品会品牌特卖就是超值柜直采修护经典深澈滋润海蓝之迷修护精华面霜爆款30上唯品会看看,0,,,,,,0,,0
144,14897.jpg,唯品会品牌特卖就是超值100正品自营顺丰包邮退换无忧专柜直采专家评估见证功效四净选肌肤376净透肌肤淡斑提亮区提亮光泽41四均匀肤色43国色泰沉淀49四淡化色斑399科颜氏409学54076折已抢74分事到喜欢公收藏商品揭秘更多爆款,0,,,,,,0,,0
145,31372.jpg,京东超市至省至真2件8折部分满199减35领券京年在一起有茶更有礼仅限部分商品使用会小青柑小青柑,0,,,,,,0,,0
146,79579.jpg,小熊每满300减309月15日京东电器超级品类日仅限部分商品,0,,,,,,0,,0
147,22242.jpg,零京东可醇抢99减88柠檬味碳酸饮料部分产品使用和我一起和我一起的海促的海你的深,0,,,,,,0,,0
149,32335.jpg,京东超市京东超市用年庆至省至真京东超市周年庆全城热爱199100减满洗衣液一次国够立即抢购,0,,,,,,0,,0
151,88923.jpg,京东利柒养娃开挂秒杀助攻好奇爆款直降尿裤品类秒杀日御级丝米,0,,,,,,0,,0
152,56336.jpg,品牌门购美妆护肤专场部分爆款2件5折83,0,,,,,,0,,0
153,57247.jpg,宁京东品类风系一泉东级市国漫书潮99爆品秒杀低至1京东超市至省至真至爱仅限部分商品健康加法维世线真茶十真柠栈一原味豆奶一6量物奶00净含聚260毫升250热升醇豆奶,0,,,,,,0,,0
154,18786.jpg,进阶宠爱奢享晶透唯品会都是好牌子天天有3折品牌特实神仙水至高享89210件礼,0,,,,,,0,,0
155,a5008.jpg,京东超市京东99超市周年庆至省至真911哆啦梦超纳第2件半价开启好物任意门力商口,0,,,,,,0,,0
156,51342.jpg,全场低至29折大红瓶好运美不停30,0,,,,,,0,,0
159,76926.jpg,唯品会品牌特卖全场低至28折大牌特卖重磅来装淡斑小白瓶光感小白瓶大红瓶30,0,,,,,,0,,0
161,54964.jpg,旺品公128掉发星人的强韧秘籍抢一次带走17405生要强根健发洗头水滋6护发武源生蓝强棋健发洗头水洗头水本455唯品会品牌特卖就是超值,0,,,,,,0,,0
165,14777.jpg,京东超市至省至真全新全意新潮年好物低至5折牙膏年货好价8古南白药仅限部分商品,0,,,,,,0,,0
166,77288.jpg,单片低至089元温柔透气舒适干爽立即抢购雅品合都是好牌子天天有3折133121319老量296包能生话90615350008,0,,,,,,0,,0
168,a4693.jpg,京东利深实力年轻不掉顿部分第2件半价百货路百优粉京东,0,,,,,,0,,0
172,82724.jpg,京东美妆糖珀莱雅水漾肌密护肤礼盒到手价229元送120喷雾面膜2片,0,,,,,,0,,0
173,a2017.jpg,湘西唯品会品牌特卖0元抢爆款第2套量全场至高买1享13件礼立即抢购3,0,,,,,,0,,0
174,49304.jpg,京东超市至省至真买年货延京东超市蓝月亮爆款直降京东超市至省至真蓝月亮蓝月亮4消毒液蓝月究,0,,,,,,0,,0
177,53039.jpg,苏宁易购183轻薄透气挑战闷热清新帮低至68元包活动时间4月23日4月25日母苏宁易购帮宝适清新帮格宝迎,0,,,,,,0,,0
180,22160.jpg,京东利深阿联满29950立即抢购阿胶京东秒杀本品不能替代药物,0,,,,,,0,,0
181,32041.jpg,品牌门购悦诗风吟超级大牌闪购日爆款不止5折人气洁面001元秒61561027160826803200斤,0,,,,,,0,,0
182,47010.jpg,九美东方眼部护理专室当季爆款防晒买40享80到手价89唯品会品牌特卖就是超值,0,,,,,,0,,0
183,13499.jpg,朗迪维生素3碳酸钙片19940领券满减请按药品说明书或者在药师指导下购买和使用碳酸钙3片碳酸钙3片每片含1500桌克维生房200田际单位1007100,0,,,,,,0,,0
184,63270.jpg,苏宁易购伊利健康活力纯牛奶奥运品质甄选原奶满2件打8折伊新纯牛奶纯牛奶品质营养富力向上32净合量2501具体以苏宁易购实时活动为准,0,,,,,,0,,0
185,23404.jpg,部分第2件0元除尘迎福焕新出彩立即抢购061619668,0,,,,,,0,,0
187,10815.jpg,停京东京东利品印尼源产全程追湖印尼进口燕窝礼盒100克本品不能替代药品京东秒杀,0,,,,,,0,,0
189,30097.jpg,品牌汤购闪购专场自然旋律精选爆款买1送1自然机计东净海路1508,0,,,,,,0,,0
190,22370.jpg,49自然堂一套肌肤水盈饱满补水保湿买1享7活动时间41620004261000190190冰肌水面膜冰川补水1片会1瓶冰肌水,0,,,,,,0,,0
194,12225.jpg,百雀羚科技新草本突破性高科技原初因实力年轻不掉顺淡化细纹紧致饱满是拍专有成分复合物肥方技术为商标名,0,,,,,,0,,0
195,90374.jpg,大牌神养日元正正山小种红茶抢99减88神券元正红茶,0,,,,,,0,,0
196,14980.jpg,注氧补水喷出水润肌立即购买全国包邮货到付款,0,,,,,,0,,0
197,63092.jpg,品牌汉购滋补养生闪购专场2件8折3件7折业,0,,,,,,0,,0
198,a2305.jpg,学京东大的神济日京春有礼牛气食足福临门压幢花生油抢99诚88神券部分商品使用家善袜油,0,,,,,,0,,0
199,59817.jpg,满199减60超市开门红特色苏蓝月究福贝贝城饭贴小苏宁易购年牌狂欢节事正当年终狂欢节,0,,,,,,0,,0
201,54744.jpg,唯品会品牌特卖就是超值全球直采唯品自营139美特斯邦108商品价格欢摩存安动具体以暖品会实际情况为准,0,,,,,,0,,0
202,90951.jpg,京东美妆百雀羚抢至高买1享11击退细纹闪耀年轻,0,,,,,,0,,0
203,62135.jpg,京东超市品牌特卖至省至真一京东超市冰点价放肆购爽感一即发部分2件85折仅限部分商品使用百事可乐百事可乐百事可乐可东业汽水书会量2008开味330号超市点击京东首页迎京东超市享更多优惠,0,,,,,,0,,0
205,37781.jpg,苏宁易购宠粉节开卡下单一单回本再送140元专享津贴神仙水新尚专享价下单立省7492791028,0,,,,,,0,,0
206,a5127.jpg,直降100元雪玲珑7件套京东秒杀,0,,,,,,0,,0
207,9082.jpg,欧珀莱唯品会品牌特卖恒久美丽无惧时光部分星品加赠正装活动时间9月5日20009月7日1000欧珀菜品牌大使李沁猫都分产品买障限正装产品具体买隔商品及价格以购物车招算贝面为准,0,,,,,,0,,0
208,25047.jpg,京京年在一起团圆更有味一第2件0元粮油米面金龙鱼五南大米福仅限部分商品可用金龙鱼玉米油6183,0,,,,,,0,,0
210,a2836.jpg,京东装机购物节英特尔1710700硬核5双第十代17,0,,,,,,0,,0
211,32883.jpg,唯品会品牌特卖欧诗漫红包减10抢抗初老6件紧致滋养时刻年轻弹润活动时间1月25日10002月4日1000抗初老新上市到家专利水塑10光颜减领完即止,0,,,,,,0,,0
214,70940.jpg,京东美妆199雾满100减夏日护肤好物推荐水光,0,,,,,,0,,0
215,22540.jpg,按摩椅2380低至潮电好物欢购,0,,,,,,0,,0
216,40820.jpg,京东超市至省至真抢99减88元神券春日心动社万物皆可爱仅限部分商品京东超市至省至真手膜花木星球中营清扬零吉,0,,,,,,0,,0
217,75889.jpg,学京东1鑫满300减60光甘草保湿雪肌美白面霜明星种草国货品牌9谷雨谷用美白修复常,0,,,,,,0,,0
218,66414.jpg,佳贝艾特部分低至5折商品羊奶好吸收激发宝宝自护力佳贝文特佳贝艾特悦白道用于36个月以上儿童市会800净密量800克幼儿配方羊奶粉1236月龄3段,0,,,,,,0,,0
219,22321.jpg,人京东入超级品类日明星同款精华合集一每满199减100228京东美妆超级品类日提前加购228全面开抢,0,,,,,,0,,0
220,25778.jpg,苏学国际1青春露230瓶爆款直降799到手价,0,,,,,,0,,0
222,a4647.jpg,苏宁易购芙丽芳丝净润洗面霜1008温和洁面99到手价,0,,,,,,0,,0
224,32804.jpg,学京东京东联名限量定制时光宝盒预约赠1811元11件礼京东,0,,,,,,0,,0
225,8905.jpg,京东利深福家海39元元砂杀价宁夏新货红构杞时间12月26日14点12月27日13点59分本品不能代替药物福来海500克京东秒杀,0,,,,,,0,,0
226,18561.jpg,租国特价资生堂集团个人护理用品旗舰店欢珀莱大牌特价日热卖爆款99元抢1,0,,,,,,0,,0
227,56898.jpg,京东久地的节乘风破浪美力护航满149减100领券玉兰油沐浴露和风楼花3南后菜莉东方白茶莉绿茶青销33烟就胶球尿酸净含量15水光沐浴露部分参与水光沐浴蜜水光爱来,0,,,,,,0,,0
228,76227.jpg,成东超市一宝食洁一大牌特惠京东超市至省至真,0,,,,,,0,,0
231,25026.jpg,零京东11美妆好物部分每满199减100商品品年65,0,,,,,,0,,0
233,33841.jpg,京东京东超市永东年修好窗节至街至真茗茶1212狂欢购领券满229减40京东超市至省至真进仅限部分商品参与电年01508,0,,,,,,0,,0
236,66505.jpg,黑珀莱雅到手6件礼盒装紧致弹润唯品会品牌特卖就是超值,0,,,,,,0,,0
239,60942.jpg,京东超市部分每满199减100真香京东超市至省至真子技有机晚安德亚安慕希纯牛奶20高洁丝丝丝薄棉柔纯甄服353128日月240用一起安装带,0,,,,,,0,,0
240,26100.jpg,翼珀莱雅紧致提拉比非天更年轻唯品会品牌特卖就是超值,0,,,,,,0,,0
242,75055.jpg,苏宁易购第宝适清新帮云感透气挑战0阿热1299立减100爆款满活动时间4月8日带宝进清新带3第宝透清新54母苏宁易购帮宝适清新帮,0,,,,,,0,,0
244,85577.jpg,唯品会11114特卖狂欢节紫致不培脸逆袭年轻肌抢爆款低至5折19991999唯品会品牌特卖就是超值,0,,,,,,0,,0
247,34120.jpg,京东利深巴黎欧菜雅欧莱雅大牌秒杀日欧莱雅全脸眼霜买赠两件领券减20京东秒杀,0,,,,,,0,,0
248,47098.jpg,京东利米169元2件秒杀价977月22号10点28人在福市12110京东,0,,,,,,0,,0
250,59824.jpg,百雀羚八京东至高买1享13百雀相依佳期有伴雷机净白选段,0,,,,,,0,,0
252,17323.jpg,得清七天嫩滑还你少女肌唯品会品牌特卖就是超值14014014040,0,,,,,,0,,0
253,42350.jpg,品牌闪购一仁和个护闪购专场一爆款买1赠1立即抢购美齿清新美齿清新360360,0,,,,,,0,,0
255,65909.jpg,京东超市至省至真2件8折3件7折满199减130花样玩咖啡尝上头京东超市至省至真服市仅限部分商品原醇香滑浓咖啡饮科原醇香滑净全量筑路509124218升原醇香滑,0,,,,,,0,,0
256,37490.jpg,雪花秀唯品会品牌特卖就是超值暖冬盛典秀礼狂欢爆卖套组到手劲省500元雪花秀香花秀雪花秀,0,,,,,,0,,0
257,77753.jpg,唯品会就是超值品牌特卖全球直采唯品自营108150立即抢购商品价格及所存变动具体以唯品会实际情况为准,0,,,,,,0,,0
258,a5908.jpg,京东利米会员享98折领券飞鹤大牌秒杀日网9练爱倍护幼儿配方奶粉1236月龄3段京东,0,,,,,,0,,0
259,25453.jpg,京东利米雪域洁水乳护肤套装密集补水水润肌肤下单立减20元自兴堂滋养眼贴膜京东,0,,,,,,0,,0
260,77938.jpg,沃尔玛硬核修护焕亮肌肤凡士林亚太区品牌代言人刘诗诗凡士林精华身体乳刘诗诗亲选,0,,,,,,0,,0
262,43175.jpg,品牌闵购北酸乳抢199减100神券优酸乳闪购大牌日优酸乳优酸乳,0,,,,,,0,,0
264,53841.jpg,零京东超有饭心一家乐理水一颖券满99减50吉尼斯洗护神器榜纪果保持者吉尼斯世界纪承仅限部分商品冲洗超市点击京东首页进京东超市享更多优惠,0,,,,,,0,,0
266,3375.jpg,品牌门购莱信闪购秒杀特惠全场8折满80再减10,0,,,,,,0,,0
267,64969.jpg,崔氏纤薄透气强力锁水单片低至118元古薄快吸92爆款立即抢购穗吸146唯品会品牌特卖就是超值,0,,,,,,0,,0
268,7954.jpg,图唯品会品牌电特卖现在买超划算品牌特卖就是超值自然旋律净彻毛孔久敷不拔干3折高人气清沽绿泥99抢深彻清洁细致毛孔68人正在浏览恒源祥森马,0,,,,,,0,,0
269,48158.jpg,苏宁易购112125大红瓶面霜509补水保湿修复肌肤远离时光损伤烦恼290活动价509,0,,,,,,0,,0
270,73642.jpg,唯品会自然堂品牌特卖素颜霜买1送一抹提亮无需卸妆活动时间12141000111000爆款泰颜霜白达堂亮透水光素颜箱自然堂亮透水光素颜籍喜马拉雅冰川水白花复合物,0,,,,,,0,,0
271,59144.jpg,爱恩倍母婴干湿两用抽纸足量300张湿水不易破苏宁易购品质好货一火热抢购中立即抢购,0,,,,,,0,,0
272,a3484.jpg,完美日1记人气彩妆星品钜惠全场15元起唯品会都是好牌子天天有3折品牌精卖,0,,,,,,0,,0
273,51280.jpg,品牌汤购云南文山道地三七三七粉国造建康人人共家本品不能替代药品,0,,,,,,0,,0
274,42789.jpg,大牌河购日庄臣超级大牌闪购日2件8折3件75折油污清洗剂猛先生威猛先生威猛先生横扫油姬横扫油垢横扫油垢净味清韵净味清制净味清粉,0,,,,,,0,,0
275,40488.jpg,女神尚新季领300减40购物津贴每300减50即刻选购苏宁易购全民焕新节,0,,,,,,0,,0
